學年度	學期別	課號	永久課號	課程名稱	人數上限	上課時間	上課教室	學分	時數	開課教師	所屬系所名稱	選別	開課系所
101	1	5341	IEP5585	高等固態物理（一）	9999	1E3EF	SC160	3	3	仲崇厚	電子物理學系	選修	電子物理學系
101	1	5342	IEP5615	奈米科學導論	80	5BCD	SC160	3	3	簡紋濱	電子物理學系	選修	電子物理學系
101	1	5343	IEP5617	超短雷射脈衝之簡介與應用	9999	3BCD	SC162	3	3	籔下篤史	電子物理學系	選修	電子物理學系
101	1	5344	IEP5618	光學實驗	9999	1EFGH	SA122	2	4	蘇冠暐	電子物理學系	選修	電子物理學系
101	1	5345	IEP5620	同步加速器光源應用	9999	4IJK	L100	3	3	黃迪靖	電子物理學系	選修	電子物理學系
101	1	5346	IEP5623	Labview程式設計(一)	9999	1BCD	SC162	3	3	籔下篤史	電子物理學系	選修	電子物理學系
101	1	5347	IEP5636	同步輻射與雷射在生醫研究之應用	9999	5EFG	SC162	3	3	梁耕三	電子物理學系	選修	電子物理學系
101	1	5348	IEP5801	半導體製程技術	80	2GHY	SA320	3	3	趙天生	電子物理學系	選修	電子物理學系
101	1	5349	IAM5501	實變函數論（一）	9999	3A5CD	SA223	3	3	王夏聲	應用數學系	必修	應用數學系
101	1	5350	IAM5523	常微分方程（一）	9999	1E4CD	SA307	3	3	石至文	應用數學系	必修	應用數學系
101	1	5351	IAM5525	偏微分方程（一）	9999	1F4EF	SA307	3	3	陳子軒	應用數學系	必修	應用數學系
101	1	5352	IAM5576	泛函分析	9999	1E4EF	SA212	3	3	吳培元	應用數學系	必修	應用數學系
101	1	5353	IAM5640	離散數學專題（一）	9999	1EF	SA213	0	2	傅恆霖	應用數學系	必修	應用數學系
101	1	5354	IAM5689	資料結構與圖論演算法	9999	1YIJ	SA312	3	3	滕元翔	應用數學系	選修	應用數學系
101	1	5355	IAM5743	密碼學	9999	3E4GH	SA212	3	3	符麥克	應用數學系	選修	應用數學系
101	1	5356	IAM5747	動態系統專題(一)	9999	1CD2C	SA223	3	3	林松山	應用數學系	選修	應用數學系
101	1	5357	IAM5761	隨機微分方程	9999	2A4AB	SA212	3	3	許元春	應用數學系	選修	應用數學系
101	1	5358	IAM5789	最佳化問題數學模型與演算法(一)	9999	1IJK	SA214	3	3	黃楓台	應用數學系	選修	應用數學系
101	1	5359	IAM5780	基礎數論	9999	2CD5B	SA212	3	3	康明軒	應用數學系	選修	應用數學系
101	1	5360	IAM5781	計算機率統計	9999	1FG2Y	SA211	3	3	張洛賓	應用數學系	選修	應用數學系
101	1	5361	IAM5782	計算共形幾何與應用(一)	9999	3BCD	SA223	3	3	林文偉	應用數學系	選修	應用數學系
101	1	5362	IAM5783	計算分子生物學	9999	2D3CD	SA213	3	3	傅恆霖	應用數學系	選修	應用數學系
101	1	5363	ISR5704	高科技廠房與建築物防火	9999	6EFG	EE324	3	3	雷明遠	工學院碩士在職專班-產安組	必修	工學院碩士在職專班-產安組
101	1	5364	IAM6711	高等機率論(一)	9999	1C3CD	SA211	3	3	陳冠宇	應用數學系	選修	應用數學系
101	1	5365	IAM7677	圖論	9999	2B4CD	SA211	3	3	翁志文	應用數學系	必修	應用數學系
101	1	5366	IAM7682	論文研討	9999	2EF	SA223	0	2	薛名成	應用數學系	必修	應用數學系
101	1	5367	IAC5401	書報討論－應用化學組	18	1CD	SB202	1	2	王建隆	應用化學系	必修	應用化學系
101	1	5368	IAC5402	書報討論－合成組	18	3CD	SB522	1	2	蒙國光	應用化學系	必修	應用化學系
101	1	5369	IAC5402	書報討論－合成組	18	1CD	EO701	1	2	鄭彥如	應用化學系	必修	應用化學系
101	1	5370	IAC5404	專題演講	9999	5EF	SB210	1	2	余艇	應用化學系	必修	應用化學系
101	1	5371	IAC5412	書報討論－分析組	20	1CD	SB210	1	2	陳月枝	應用化學系	必修	應用化學系
101	1	5372	IAC5413	書報討論－無機組	20	1CD	SB522	1	2	吳淑褓	應用化學系	必修	應用化學系
101	1	5373	IAC5473	儀器分析專題討論(一)	9999	4HI	SB202	1	2	許馨云	應用化學系	選修	應用化學系
101	1	5374	IAC5560	高分子定性與分析	20	2BCD	EO701	3	3	許千樹	應用化學系	必修	應用化學系
101	1	5375	IAC5579	高分子合成	20	3BCD	EO701	3	3	王建隆	應用化學系	必修	應用化學系
101	1	5376	IAC5614	高分子物理	20	1EFG	SB203	3	3	陳俊太	應用化學系	必修	應用化學系
101	1	5377	IAC5647	高等有機化學(一)	25	2FG5C	SC152	3	3	蒙國光	應用化學系	選修	應用化學系
101	1	5378	IAC5650	分離科學特論	20	4BCD	EO701	3	3	謝有容	應用化學系	選修	應用化學系
101	1	5379	IAC5656	有機金屬於有機及高分子合成之應用	9999	4BCD	SB203	3	3	鄭彥如	應用化學系	選修	應用化學系
101	1	5380	IME5604	系統工程	40	5IJK	EE324	3	3	傅鶴齡	機械工程學系	選修	機械工程學系
101	1	5382	IAC6635	質譜學	9999	2BCD	SB201	3	3	陳月枝	應用化學系	必修	應用化學系
101	1	5383	IAC6643	生物技術特論	25	3BCD	SB203	3	3	許馨云	應用化學系	選修	應用化學系
101	1	5384	IST5401	專題討論	9999	5CDX	A427	0	3	王秀瑛	統計學研究所	必修	統計學研究所
101	1	5385	IST5503	品質管制	9999	3EFG	A407	3	3	洪志真	統計學研究所	必修	統計學研究所
101	1	5386	IST5516	統計諮詢	9999	1EFG	A407	3	3	王秀瑛	統計學研究所	必修	統計學研究所
101	1	5387	IST5520	數理統計（碩）	9999	2EF4CD	A406	4	4	洪慧念	統計學研究所	必修	統計學研究所
101	1	5388	IST5541	迴歸分析	9999	2BCD	A406	3	3	陳鄰安	統計學研究所	必修	統計學研究所
101	1	5389	IST5549	統計推論(博)	9999	3EFG	A406	3	3	陳志榮	統計學研究所	必修	統計學研究所
101	1	5390	IST5550	統計學習	9999	1BCD	A407	3	3	盧鴻興	統計學研究所	選修	統計學研究所
101	1	5391	IST5585	高等機率論（碩）	9999	4EFG	A406	3	3	彭南夫	統計學研究所	必修	統計學研究所
101	1	5392	IST5603	長期追蹤資料分析	9999	3BCD	A407	3	3	黃冠華	統計學研究所	必修	統計學研究所
101	1	5393	IMA5521	擴散學	9999	1CDX	EF413	3	3	謝宗雍	材料科學與工程學系	必修	材料科學與工程學系
101	1	5395	IOP5311	量子力學（一）	9999	3C5CD	SC157	3	3	林俊源	物理研究所	必修	物理研究所
101	1	5396	IOP5316	電動力學（一）	9999	2CD3D	SC157	3	3	江進福	物理研究所	必修	物理研究所
101	1	5397	IOP5351	書報討論	9999	4EF	SC157	1	2	張正宏	物理研究所	必修	物理研究所
101	1	5398	IOP5409	量子場論（一）	9999	3GHY	SC157	3	3	林及仁	物理研究所	必修	物理研究所
101	1	5399	IOP5429	超導與磁性薄膜專題	9999	4IJK	SC157	3	3	林俊源	物理研究所	選修	物理研究所
101	1	5400	IOP5433	廣義相對論	9999	2EF4G	SC110	3	3	高文芳	物理研究所	必修	物理研究所
101	1	5401	IOP5444	低溫與介觀物理(二)	9999	1EFIJ	SC259	3	3	林志忠	物理研究所	選修	物理研究所
101	1	5402	IOP5487	固態物理（一）	9999	2EFG	SC157	3	3	孟心飛	物理研究所	必修	物理研究所
101	1	5403	IOP5503	原子與分子物理（一）	9999	3EFG	SC259	3	3	寺西慶哲	物理研究所	必修	物理研究所
101	1	5405	IOP5543	強交互作用專題(一)	9999	3IJK	SC157	3	3	林及仁	物理研究所	選修	物理研究所
101	1	5406	IOP5545	粒子物理(一)	9999	3EF4C	SC157	3	3	林貴林	物理研究所	選修	物理研究所
101	1	5407	IAC5404	專題演講	9999	5GH	SB210	1	2	余艇	應用化學系	必修	應用化學系分子科學碩士班
101	1	5408	IAC5422	物化研究技術	9999	4EFG	SB201	3	3	孫建文	應用化學系分子科學碩士班	選修	應用化學系分子科學碩士班
101	1	5410	IAC5606	化學熱力學	9999	1EFG	SC159	3	3	三浦篤志	應用化學系分子科學碩士班	必修	應用化學系分子科學碩士班
101	1	5411	IAC5636	分子光譜	9999	2EFG	SB201	3	3	重藤真介	應用化學系分子科學碩士班	選修	應用化學系分子科學碩士班
101	1	5412	IMO5001	書報討論-物化組	18	2CD	SB429	1	2	三浦篤志	應用化學系分子科學碩士班	必修	應用化學系分子科學碩士班
101	1	5413	IMO5001	書報討論-物化組	25	4CD	SB522	1	2	曾建銘	應用化學系	必修	應用化學系分子科學碩士班
101	1	5414	IMO5120	分子成像和分析導論	16	3EFG	SB520	3	3	三浦篤志	應用化學系分子科學碩士班	選修	應用化學系分子科學碩士班
101	1	5415	IMO5112	光化學原理	9999	5BCD	SB211	3	3	林聖賢	應用化學系分子科學碩士班	選修	應用化學系分子科學碩士班
101	1	5416	INE5011	論文研討	9999	6EF	SA321	1	2	李榮耀	應用數學系	必修	理學院碩士在職專班
101	1	5418	INE5040	數位學習素材與製作專題(一)	9999	6GH	SC201	2	2	陳明璋	通識教育中心	選修	理學院碩士在職專班
101	1	5419	INE5038	應用科學的研究方法	9999	2IJK	SC201	3	3	陳永富	電子物理學系	選修	理學院碩士在職專班
101	1	5420	INE5044	整合多媒體實作	30	3IJK	SC201	3	3	林崇偉	傳播與科技學系	選修	理學院碩士在職專班
101	1	5422	IAT5004	論文研討	9999	5IJ	SA321	1	2	陳永富	電子物理學系	必修	理學院碩士在職專班
101	1	5423	IAT5103	前瞻科技導論(一)	9999	6BCD	SA321	3	3	李榮耀	應用數學系	選修	理學院碩士在職專班
101	1	5424	IAT5123	化學與生物科技	9999	4IJK	SA223	3	3	李耀坤	應用化學系	選修	理學院碩士在職專班
101	1	5433	IOS5004	神經科學導論	50	5CDX	SC106	3	3	葉伯壽	理學院科學學士學位學程	選修	理學院院本部
101	1	5435	IMS2346	零售學	20	4EFG	M105	3	3	張力元	管理科學系	選修	管理科學系
101	1	5436	IMS2349	企業倫理	9999	1EFG	M301	3	3	王耀德	管理科學系	選修	管理科學系
101	1	5437	IMS5298	領導與創業創新專題	15	2BCD	M104	3	3	蕭嬋	管理科學系	選修	管理科學系
101	1	5438	IMS5299	願景領導與創業創新	40	1BCD	M104	3	3	蕭嬋	管理科學系	選修	管理科學系
101	1	5439	IMS5309	管理理論與實務討論（碩士班）　	9999	4CD	M-b10	1	2	朱博湧	管理科學系	必修	管理科學系
101	1	5442	IMS5335	作業管理	9999	3BCD	M301	3	3	姜齊	管理科學系	必修	管理科學系
101	1	5443	IMS5348	品牌競爭策略	9999	3EF6I	M205 	3	3	陳曙光	管理科學系	選修	管理科學系
101	1	5445	IMS5544	行銷管理	65	3IJK	M101	3	3	張力元	管理科學系	必修	管理科學系
101	1	5447	IMS5615	研究方法	9999	1GHY	M105	3	3	黃仁宏	管理科學系	必修	管理科學系
101	1	5448	IMS5624	策略管理	50	2IJK		3	3	朱博湧	管理科學系	必修	管理科學系
101	1	5449	IMS7305	資訊管理	40	6BCD	M205	3	3	胡念祖	管理科學系	必修	管理科學系
101	1	5450	IMS7569	會計學	9999	5BCD	M301	3	3	蔡璧徽	管理科學系	必修	管理科學系
101	1	5451	IMS7670	創新與行銷	9999	3GH6D	M205 	3	3	陳曙光	管理科學系	選修	管理科學系
101	1	5452	IMS7830	行銷管理專題	9999	2BCD	M105	3	3	黃仁宏	管理科學系	選修	管理科學系
101	1	5453	IMS7950	迴歸模式及SAS應用	9999	2BCD	M301	3	3	包曉天	管理科學系	選修	管理科學系
101	1	5455	ITS5050	專題研討	9999	1EF	A901	1	2	韓復華	運輸與物流管理學系	必修	交通運輸碩士班
101	1	5456	ITS5051	營收管理	9999	2BCD	A905	3	3	黃寬丞	運輸與物流管理學系	選修	交通運輸碩士班
101	1	5458	ITS5059	物流系統模式	9999	3BCD	A901	3	3	黃寬丞	運輸與物流管理學系	選修	交通運輸碩士班
101	1	5460	ITS5063	動態規劃	9999	3GHY	A806	3	3	姚銘忠	運輸與物流管理學系	選修	交通運輸碩士班
101	1	5461	ITS5108	運輸管理	9999	4BCD	A204	3	3	吳水威	運輸與物流管理學系	選修	交通運輸碩士班
101	1	5462	ITS5111	網路模式分析	9999	4EFG	A905	3	3	韓復華	運輸與物流管理學系	必修	交通運輸碩士班
101	1	5463	ITS5121	系統模擬	9999	1IJK	A904	3	3	吳宗修	運輸與物流管理學系	必修	交通運輸碩士班
101	1	5464	ITS5131	運輸安全	9999	1BCD	A905	3	3	張新立	運輸與物流管理學系	必修	交通運輸碩士班
101	1	5465	ITS5133	運輸組織與管理	9999	4BCD	A905	3	3	任維廉	運輸與物流管理學系	必修	交通運輸碩士班
101	1	5466	ITS5191	高等統計方法	9999	1GHY	A904	3	3	張新立	運輸與物流管理學系	選修	交通運輸碩士班
101	1	5467	ITS5304	智慧型運輸系統	9999	2EFG	A905	3	3	黃家耀	運輸與物流管理學系	選修	交通運輸碩士班
101	1	5468	ITS5310	車流理論	9999	4EFG	A904	3	3	吳水威	運輸與物流管理學系	選修	交通運輸碩士班
101	1	5470	IEM5205	論文研討  (碩一上)	9999	1EF	MB520	1	2	許尚華	工業工程與管理學系	必修	工業工程與管理學系
101	1	5471	IEM5206	論文研討  (碩二上)	9999	1EF	MB405	1	2	洪瑞雲	工業工程與管理學系	必修	工業工程與管理學系
101	1	5472	IEM5207	論文研討 (博一上)	9999	1EF	MB520	1	2	許尚華	工業工程與管理學系	必修	工業工程與管理學系
101	1	5473	IEM5208	論文研討 (博二上)	9999	1EF	MB519	1	2	陳文智	工業工程與管理學系	必修	工業工程與管理學系
101	1	5474	IEM5225	半導體製造管理	9999	2BCD	MB414	3	3	巫木誠	工業工程與管理學系	選修	工業工程與管理學系
101	1	5475	IEM5229	資料採礦	30	4BC4D	MB418	3	3	王志軒	工業工程與管理學系	選修	工業工程與管理學系
101	1	5476	IEM5237	萬用啟發式演算法	9999	1GHY	MB405	3	3	林春成	工業工程與管理學系	選修	工業工程與管理學系
101	1	5477	IEM5322	製程能力分析	9999	1BCD	MB418	3	3	彭文理	工業工程與管理學系	選修	工業工程與管理學系
101	1	5478	IEM5510	高等人因工程	9999	3BCD	MB402	3	3	許尚華	工業工程與管理學系	選修	工業工程與管理學系
101	1	5479	IEM5541	實驗設計	50	2BCD	MB506	3	3	唐麗英	工業工程與管理學系	選修	工業工程與管理學系
101	1	5480	IEM5556	人類資訊處理	30	5BCD	MB403	3	3	洪瑞雲	工業工程與管理學系	選修	工業工程與管理學系
101	1	5481	IEM5569	隨機過程	9999	3BCD	MB413	3	3	陳文智	工業工程與管理學系	選修	工業工程與管理學系
101	1	5482	IEM5781	製造管理專題	9999	3BCD	MB414	3	3	李榮貴	工業工程與管理學系	選修	工業工程與管理學系
101	1	5483	IEM6315	作業研究(三)	9999	4BCD	MB413	3	3	許錫美	工業工程與管理學系	選修	工業工程與管理學系
101	1	5484	IEM6508	現場監控系統設計	9999	4IJK	MB506	3	3	梁高榮	工業工程與管理學系	選修	工業工程與管理學系
101	1	5485	IEM6641	資料包絡法研究	9999	2EFG	MB413	3	3	劉復華	工業工程與管理學系	選修	工業工程與管理學系
101	1	5487	IIM5262	資訊經濟	9999	4BCD	MB312	3	3	李永銘	資訊管理研究所	選修	資訊管理研究所
101	1	5488	IIM5274	財務工程與金融計算	9999	4BCD	MB311	3	3	戴天時	資訊管理與財務金融系	選修	資訊管理研究所
101	1	5489	IIM5280	數位內容理論與應用	40	2EFG	MB304	3	3	蔡銘箴	資訊管理研究所	選修	資訊管理研究所
101	1	5490	IIM5289	醫療資訊管理	9999	3BCD	MB312	3	3	黃興進	資訊管理研究所	選修	資訊管理研究所
101	1	5491	IIM5291	企業創新邏輯分析與實務探討	9999	3IJK	MB304	3	3	林孟洲	資訊管理研究所	選修	資訊管理研究所
101	1	5492	IIM5298	領導與統御	30	2BCD	MB312	3	3	楊千	經營管理研究所	選修	資訊管理研究所
101	1	5495	IIM5330	商業英語表達	9999	2CD	M205	2	2	Steve Wallac	資訊管理研究所	選修	資訊管理研究所
101	1	5497	IIM5402	消費者心理學	9999	3EFG	MB311	3	3	王蕙芝	資訊管理與財務金融系	選修	資訊管理研究所
101	1	5498	IIM5403	雲端知識圖譜	9999	1BCD	MB311	3	3	黎漢林	資訊管理研究所	選修	資訊管理研究所
101	1	5500	IIM5505	資訊安全	9999	2C3CD	MB311	3	3	羅濟群	資訊管理研究所	選修	資訊管理研究所
101	1	5501	IIM5549	智慧型管理決策系統	9999	5EFG	MB312	3	3	陳安斌	資訊管理研究所	選修	資訊管理研究所
101	1	5504	ITM5063	國際行銷	9999	3GHY	A701	3	3	林亭汝	科技管理研究所	選修	科技管理研究所
101	1	5505	ITM5081	科技管理	9999	2BCD	A701	3	3	袁建中	科技管理研究所	選修	科技管理研究所
101	1	5506	ITM5140	全球企業策略	9999	2EFG	A722	3	3	林亭汝	科技管理研究所	選修	科技管理研究所
101	1	5507	ITM5120	博士班研究方法(一)	9999	3IJK	A709	3	3	洪志洋	科技管理研究所	必修	科技管理研究所
101	1	5508	ITM5131	科技策略與創新	9999	2FGH	A701	3	3	黃仕斌	科技管理研究所	選修	科技管理研究所
101	1	5509	ITM5137	企業策略與社會責任	9999	3BCD	A722	3	3	黃仕斌	科技管理研究所	選修	科技管理研究所
101	1	5510	ITM5331	碩士論文研究	9999	1A2A3A	A722	3	3	洪志洋	科技管理研究所	必修	科技管理研究所
101	1	5511	ITM5351	博士論文研究	9999	1A2A3A	A701	3	3	洪志洋	科技管理研究所	必修	科技管理研究所
101	1	5512	ITM5541	企業政策與策略管理	9999	4BCD	A701	3	3	徐作聖	科技管理研究所	必修	科技管理研究所
101	1	5513	ITM5708	科技管理專題研討 (碩一)	9999	5IJ	A701	1	2	黃仕斌	科技管理研究所	必修	科技管理研究所
101	1	5514	ITM5709	科技管理專題研討 (碩二)	9999	5IJ	A701	1	2	黃經堯	電子工程學系	必修	科技管理研究所
101	1	5516	ITM5718	科技管理專題研討（博一）	9999	5IJ	A701	1	2	張翼	材料科學與工程學系	必修	科技管理研究所
101	1	5517	ITM9021	再生能源系統暨管理	9999	1IJK	A701	3	3	徐作聖	科技管理研究所	選修	科技管理研究所
101	1	5518	ITM9022	資訊科技倫理	9999	3BCD	A701	3	3	袁建中	科技管理研究所	選修	科技管理研究所
101	1	5519	ITM9023	多目標決策分析與問題解決	9999	5EFG	A701	3	3	曾國雄	科技管理研究所	選修	科技管理研究所
101	1	5520	ITT5101	綠色供應鏈管理	9999	2FGH		3	3	許鉅秉	物流管理碩士班	選修	物流管理碩士班
101	1	5522	ITT5103	博士班專題研討一	9999	5GHY		1	2	陳穆臻	物流管理碩士班	必修	物流管理碩士班
101	1	5523	ITT5301	交通工程	9999	2EFG		3	3	黃承傳	物流管理碩士班	選修	物流管理碩士班
101	1	5524	ITT5303	交通運輸專題演講	9999	1EF		1	2	陳穆臻	物流管理碩士班	必修	物流管理碩士班
